1.100000000000000000e+01,1.098160218403766208e+01
1.100000000000000000e+01,1.136492468184979110e+01
1.100000000000000000e+01,1.019022733332660202e+01
1.100000000000000000e+01,9.903725249385701090e+00
1.100000000000000000e+01,8.997918023461279446e+00
1.100000000000000000e+01,9.882643734913065359e+00
1.100000000000000000e+01,9.658150798336899712e+00
1.100000000000000000e+01,1.064376745288017823e+01
1.100000000000000000e+01,9.975598651949525220e+00
1.100000000000000000e+01,8.570519546883277329e+00
1.100000000000000000e+01,1.278393790769533389e+01
1.100000000000000000e+01,8.973262181399693560e+00
1.100000000000000000e+01,9.506806486892182662e+00
1.200000000000000000e+01,7.988456264079663249e+00
1.200000000000000000e+01,8.578029578677123013e+00
1.200000000000000000e+01,9.794792076306581663e+00
1.200000000000000000e+01,9.459786500740825943e+00
1.200000000000000000e+01,1.013426841644765020e+01
1.200000000000000000e+01,1.019569910924460565e+01
1.200000000000000000e+01,9.238065110720283357e+00
1.200000000000000000e+01,9.647839033944892506e+00
1.200000000000000000e+01,7.942515115301506334e+00
1.200000000000000000e+01,9.757539434824064273e+00
1.200000000000000000e+01,9.410135601721259846e+00
1.200000000000000000e+01,9.481459492867976735e+00
1.200000000000000000e+01,1.020566092839378491e+01
1.200000000000000000e+01,9.284470485332670719e+00
1.300000000000000000e+01,1.044984958179930601e+01
1.300000000000000000e+01,1.061147936407758330e+01
1.300000000000000000e+01,9.411983226072971220e+00
1.300000000000000000e+01,1.035903429810753806e+01
1.300000000000000000e+01,8.628048496956493452e+00
1.300000000000000000e+01,9.019174544918186598e+00
1.300000000000000000e+01,8.898895951983815777e+00
1.300000000000000000e+01,1.140002221804218152e+01
1.300000000000000000e+01,9.052860289351023937e+00
1.300000000000000000e+01,8.850415121601297841e+00
1.300000000000000000e+01,1.046842675137447820e+01
1.300000000000000000e+01,1.237565977967012287e+01
1.300000000000000000e+01,9.659208042984879228e+00
1.300000000000000000e+01,1.103729551517446339e+01
1.400000000000000000e+01,1.136460328107071405e+01
1.400000000000000000e+01,1.120034906806339770e+01
1.400000000000000000e+01,1.091311699534165847e+01
1.400000000000000000e+01,1.284890296836557866e+01
1.400000000000000000e+01,1.285141084928945254e+01
1.400000000000000000e+01,1.215740443428981088e+01
1.400000000000000000e+01,1.423421093081787703e+01
1.400000000000000000e+01,1.382386989638222907e+01
1.400000000000000000e+01,1.030867899332477933e+01
1.400000000000000000e+01,1.319889770999741074e+01
1.400000000000000000e+01,8.284697221689921065e+00
1.400000000000000000e+01,1.109279417522295930e+01
1.400000000000000000e+01,9.809718386899504594e+00
1.400000000000000000e+01,1.237087037694718106e+01
1.500000000000000000e+01,1.324203961175362743e+01
1.500000000000000000e+01,1.710347120686471101e+01
1.500000000000000000e+01,1.638259987253022842e+01
1.500000000000000000e+01,1.142092827220756135e+01
1.500000000000000000e+01,2.047244555934290844e+01
1.500000000000000000e+01,1.464403738462398152e+01
1.500000000000000000e+01,1.349691208776243556e+01
1.500000000000000000e+01,1.645156166340019510e+01
1.500000000000000000e+01,1.579592847332865624e+01
1.500000000000000000e+01,1.613404684045157467e+01
1.500000000000000000e+01,1.677593564125448822e+01
1.500000000000000000e+01,1.333498434457642645e+01
1.500000000000000000e+01,1.505170556935071602e+01
1.500000000000000000e+01,1.577975138291263058e+01
1.600000000000000000e+01,1.811432210596242243e+01
1.600000000000000000e+01,1.898475542970151153e+01
1.600000000000000000e+01,3.554835981711403292e+01
1.600000000000000000e+01,1.133525140494327133e+01
1.600000000000000000e+01,2.105925191544456965e+01
1.600000000000000000e+01,1.599050641259223404e+01
1.600000000000000000e+01,1.873868981330781125e+01
1.600000000000000000e+01,1.795874655416681165e+01
1.600000000000000000e+01,1.687566754805410696e+01
1.600000000000000000e+01,1.938963962816917430e+01
1.600000000000000000e+01,2.115326876995123939e+01
1.600000000000000000e+01,1.981270059492125313e+01
1.600000000000000000e+01,1.754668974241644719e+01
1.600000000000000000e+01,1.724302052990770662e+01
1.700000000000000000e+01,1.296495212429374178e+01
1.700000000000000000e+01,2.103410883257782160e+01
1.700000000000000000e+01,1.555790626090629480e+01
1.700000000000000000e+01,1.399164414826284464e+01
1.700000000000000000e+01,2.798798190760695803e+01
1.700000000000000000e+01,3.111972917099631175e+01
